taxon,lfc_CropCotton ,lfc_CropSoybean,p_CropCotton ,p_CropSoybean,q_CropCotton ,q_CropSoybean,diff_CropCotton ,diff_CropSoybean,Kingdom,Phylum,Class,Order,Family,Genus,Label
BOTU_8144,-0.260768548,-0.313328132,0.229053191,0.13989915,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_8144_TK10
BOTU_1521,0.181454432,-0.223237835,0.385941848,0.275947083,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1521_TK10
BOTU_327,0.023857293,-0.362157269,0.900874116,0.053453891,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_327_TK10
BOTU_627,-0.198500329,-0.33020557,0.464134783,0.213547815,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_627_TK10
BOTU_1609,-0.061020859,-0.029665263,0.749202857,0.873872665,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1609_TK10
BOTU_617,0.298854502,0.015402017,0.138980478,0.937919347,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_617_TK10
BOTU_1232,0.258886452,0.376928226,0.311934484,0.132642584,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1232_TK10
BOTU_1150,0.085291678,0.382993413,0.732376326,0.116775171,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1150_TK10
BOTU_4776,0.094869907,0.157692945,0.703516662,0.518184416,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_4776_TK10
BOTU_166,0.047467751,-0.27510883,0.796158976,0.126223856,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_166_TK10
BOTU_3284,-0.034867943,0.101509953,0.878470016,0.649332381,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_3284_Chloroflexi
BOTU_955,-0.111149861,0.080443396,0.573825662,0.677588019,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_955_TK10
BOTU_4630,0.164879745,-0.006378734,0.471865578,0.977319763,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_4630_TK10
BOTU_852,-0.027871485,-0.127381486,0.924573399,0.658513169,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_852_TK10
BOTU_2127,-0.286921464,-0.145189793,0.109404894,0.408009284,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_2127_TK10
BOTU_1694,0.20174021,-0.068602477,0.179139556,0.640797324,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1694_TK10
BOTU_161,-0.043066776,-0.241069945,0.812739056,0.17561372,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_161_TK10
BOTU_2700,0.384913212,-0.079104707,0.042669053,0.670493837,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_2700_TK10
BOTU_2604,-0.297629012,-0.344937482,0.133752596,0.07590051,1,1,FALSE,FALSE,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_2604_Bacteria
BOTU_545,-0.00101128,-0.315786864,0.997247872,0.271254777,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_545_TK10
BOTU_2614,-0.024160395,-0.33361391,0.921142016,0.162644572,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_2614_TK10
BOTU_7738,-0.062010027,-0.142413962,0.700844243,0.367498555,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_7738_TK10
BOTU_6741,-0.213605476,-0.463949978,0.434975798,0.083269342,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_6741_TK10
BOTU_130,-0.140931942,-0.290210251,0.315056324,0.034602274,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_130_TK10
BOTU_7735,0.233773923,0.008230183,0.340361228,0.972649177,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_7735_TK10
BOTU_153,0.112765601,-0.003816377,0.584967255,0.98493773,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_153_TK10
BOTU_1867,-0.019017635,-0.494412034,0.939106611,0.042502691,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1867_TK10
BOTU_602,-0.091289806,-0.086867091,0.679908441,0.688417652,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_602_TK10
BOTU_8356,0.161594378,-0.011251369,0.583199175,0.968870751,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_8356_TK10
BOTU_1559,0.006539835,-0.11294988,0.96352836,0.419898726,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1559_TK10
BOTU_1175,-0.066317041,-0.199598886,0.60202445,0.10892707,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1175_TK10
BOTU_603,0.112168973,-0.313019793,0.694624703,0.263124531,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_603_TK10
BOTU_4229,0.196676126,0.042586479,0.366707081,0.841764429,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_4229_TK10
BOTU_62,0.004862249,-0.076573081,0.973661119,0.595373251,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_62_TK10
BOTU_159,-0.00733658,-0.026419237,0.958326796,0.84760033,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_159_TK10
BOTU_798,-0.010439164,-0.214257844,0.949627115,0.185391974,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_798_TK10
BOTU_7648,-0.100586691,-0.29410062,0.580954774,0.099261306,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_7648_TK10
BOTU_356,0.103688252,-0.040322488,0.644307581,0.854496488,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_356_TK10
BOTU_569,-0.070012719,-0.006359814,0.757702931,0.977164996,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_569_TK10
BOTU_421,0.25634766,0.108710268,0.426000251,0.730226466,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_421_TK10
BOTU_3345,0.372773994,-0.202233375,0.110896177,0.377033716,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_3345_TK10
BOTU_56,0.071685349,-0.060688651,0.578916371,0.631331345,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_56_TK10
BOTU_6533,0.190421343,-0.341178438,0.449724257,0.166569092,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_6533_TK10
BOTU_48,-0.052535171,-0.081600871,0.723410817,0.574497201,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_48_TK10
BOTU_1238,-0.124034239,-0.079104707,0.494802393,0.656533037,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1238_TK10
BOTU_1879,-0.187047619,-0.299754197,0.256610794,0.063333662,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1879_TK10
BOTU_165,-0.156098821,-0.063653079,0.338187836,0.689974315,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_165_TK10
BOTU_1220,0.061294811,0.09300497,0.826984106,0.734795199,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1220_TK10
BOTU_1670,-0.138047937,-0.172320204,0.594969417,0.497863761,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1670_TK10
BOTU_7821,-0.297629012,-0.045623927,0.117464236,0.806370734,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_7821_TK10
BOTU_4208,0.024839287,-0.388829951,0.928929856,0.153837757,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_4208_TK10
BOTU_184,0.247892658,0.284599129,0.216262939,0.147060019,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_184_TK10
BOTU_1754,0.227893125,-0.073853592,0.185353987,0.661104477,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1754_TK10
BOTU_1918,-0.498121862,-0.527702895,0.0784929,0.056918747,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1918_TK10
BOTU_947,0.018567208,-0.100488099,0.939578823,0.675200586,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_947_TK10
BOTU_1636,-0.223908084,0.004810473,0.11963647,0.972758011,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1636_TK10
BOTU_6307,-0.187047619,0.087249041,0.472047509,0.731871271,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_6307_TK10
BOTU_1791,-0.575835448,-0.005794416,0.002717718,0.975418829,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_1791_TK10
BOTU_2320,0.016617537,-0.001269727,0.941016617,0.995392491,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_2320_TK10
BOTU_261,0.015945297,-0.156181601,0.912248734,0.270263996,1,1,FALSE,FALSE,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_261_TK10
BOTU_1935,0.227893125,-0.221090131,0.243075209,0.247390186,1,1,FALSE,FALSE,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1935_Bacteria
BOTU_663,-0.133612468,-0.495474474,0.602515926,0.048541295,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_663_JG30-KF-CM45
BOTU_709,0.432821444,-0.31564945,0.057290177,0.156741579,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_709_JG30-KF-CM45
BOTU_1553,0.024839287,-0.128131874,0.934461404,0.66480607,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1553_JG30-KF-CM45
BOTU_2073,-0.124034239,0.012446317,0.446829706,0.937855965,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_2073_JG30-KF-CM45
BOTU_606,0.15696962,-0.150789414,0.566544449,0.573857031,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_606_JG30-KF-CM45
BOTU_507,0.034882525,-0.097177704,0.833036482,0.548619101,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_507_JG30-KF-CM45
BOTU_6551,-0.05474878,-0.222925637,0.840751292,0.403331007,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_6551_JG30-KF-CM45
BOTU_424,0.054564845,-0.195990391,0.822342646,0.410071577,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_424_JG30-KF-CM45
BOTU_2019,-0.008715028,-0.128639474,0.976013588,0.650317319,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_2019_JG30-KF-CM45
BOTU_671,-0.157183613,-0.094538101,0.622116374,0.762055739,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_671_JG30-KF-CM45
BOTU_817,-0.065456329,-0.188017408,0.803980163,0.4664883,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_817_JG30-KF-CM45
BOTU_1674,0.164879745,-0.005589097,0.203092998,0.964852521,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1674_JG30-KF-CM45
BOTU_1530,-0.034867943,0.198414751,0.831966793,0.217502388,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1530_JG30-KF-CM45
BOTU_1655,-0.124034239,0.277971113,0.420698592,0.065317774,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1655_JG30-KF-CM45
BOTU_2130,-0.024160395,-0.131615858,0.861653874,0.332244696,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722,BOTU_2130_AKYG1722
BOTU_400,-0.234615632,-0.26867505,0.377760923,0.302205153,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,BOTU_400_Nitrolancea
BOTU_1588,0.091158817,0.049101462,0.598031982,0.771773203,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,unidentified,BOTU_1588_Thermomicrobiaceae
BOTU_1825,-0.134741788,-0.182050257,0.514581586,0.368448264,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1825_JG30-KF-CM45
BOTU_1544,-0.061020859,-0.131615858,0.624069755,0.280315175,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1544_JG30-KF-CM45
BOTU_1171,0.274331819,0.001636109,0.26345925,0.994564798,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1171_JG30-KF-CM45
BOTU_1279,0.20061089,0.092294837,0.399798253,0.69235231,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1279_JG30-KF-CM45
BOTU_1834,0.01157075,-0.008763462,0.959275977,0.968490596,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_1834_JG30-KF-CM45
BOTU_2898,0.26475359,0.206737572,0.100190146,0.189818767,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,BOTU_2898_JG30-KF-CM45
BOTU_1794,-0.087173775,-0.241991932,0.679286248,0.241096381,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1794_Chloroflexi
BOTU_2226,0.001992521,-0.068602477,0.986510337,0.552155218,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_2226_Chloroflexi
BOTU_1087,-0.356931302,-0.673680977,0.099634506,0.001501435,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1087_JG30-KF-CM66
BOTU_2096,0.028145437,-0.067212704,0.901878154,0.763624994,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_2096_Chloroflexi
BOTU_2873,-0.034867943,0.073074968,0.79798546,0.583784474,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_2873_JG30-KF-CM66
BOTU_1504,0.378641132,-0.139276137,0.123055424,0.562338044,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1504_JG30-KF-CM66
BOTU_403,-0.186879113,0.013435929,0.534661486,0.963630794,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_403_JG30-KF-CM66
BOTU_1473,-0.323781928,-0.278852396,0.047428777,0.081188416,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1473_Chloroflexi
BOTU_1064,-0.286921464,0.058584301,0.320639896,0.835909337,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1064_Chloroflexi
BOTU_1760,0.038852985,0.220208848,0.827746147,0.207804221,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1760_Chloroflexi
BOTU_274,0.042482488,-0.163534152,0.831502297,0.402823356,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_274_Chloroflexi
BOTU_5008,-0.05031331,-0.179665529,0.819314009,0.4047548,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_5008_Chloroflexi
BOTU_1409,0.028145437,0.015312703,0.836027053,0.908437237,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1409_Chloroflexi
BOTU_1445,0.001992521,-0.032049991,0.991703521,0.864353437,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1445_Chloroflexi
BOTU_1233,0.164879745,-0.056126157,0.556975525,0.838182307,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1233_JG30-KF-CM66
BOTU_1136,-0.088303095,0.280505086,0.720443634,0.245580469,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1136_JG30-KF-CM66
BOTU_482,0.222025987,0.259862652,0.459183788,0.376209134,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilineaceae,BOTU_482_Caldilineaceae
BOTU_1458,0.001992521,0.167697698,0.987524725,0.178932877,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified,BOTU_1458_Caldilineaceae
BOTU_2113,0.154172197,0.067823853,0.396807952,0.703402154,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified,BOTU_2113_Caldilineaceae
BOTU_1691,0.191032661,0.138473077,0.245967378,0.390364176,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,BOTU_1691_Litorilinea
BOTU_1380,-0.286921464,-0.39662729,0.245073526,0.100742783,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified,BOTU_1380_Caldilineaceae
BOTU_1155,0.274331819,0.038599232,0.209680442,0.856931395,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified,BOTU_1155_Caldilineaceae
BOTU_1023,0.374205663,0.091110382,0.086273402,0.669672391,1,1,FALSE,FALSE,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14,BOTU_1023_OLB14
BOTU_750,-0.210855199,-0.398972633,0.421454192,0.120255713,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,BOTU_750_S085
BOTU_332,0.262710603,0.014286597,0.184617197,0.941257246,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,BOTU_332_S085
BOTU_1318,-0.160894704,-0.076925298,0.293857866,0.608240752,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,BOTU_1318_S085
BOTU_6990,-0.160894704,-0.331363546,0.377068448,0.063157982,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,BOTU_6990_S085
BOTU_705,-0.014582166,-0.049897185,0.953922605,0.839954305,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_705_JG30-KF-CM66
BOTU_805,0.037723665,-0.349675233,0.895119556,0.211971137,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_805_JG30-KF-CM66
BOTU_1287,0.059138763,-0.059576861,0.810715403,0.80533765,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1287_JG30-KF-CM66
BOTU_310,0.180165882,-0.31466686,0.337892207,0.087345603,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_310_JG30-KF-CM66
BOTU_7076,-0.21496337,-0.188951784,0.471080788,0.51757317,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_7076_JG30-KF-CM66
BOTU_975,-0.323781928,0.182431652,0.159939075,0.418663868,1,1,FALSE,FALSE,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_975_Bacteria
BOTU_5974,0.154172197,0.096361497,0.433304324,0.616924196,1,1,FALSE,FALSE,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_5974_Bacteria
BOTU_900,0.175587294,0.150949398,0.494678501,0.548744687,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_900_JG30-KF-CM66
BOTU_1145,0.13759751,-0.444811326,0.593696863,0.078145924,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1145_JG30-KF-CM66
BOTU_1960,0.128019281,0.196235342,0.482826746,0.271897921,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1960_JG30-KF-CM66
BOTU_1413,0.181454432,-0.204515444,0.402384047,0.335049597,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1413_JG30-KF-CM66
BOTU_1226,0.028145437,-0.037301106,0.88230944,0.841170778,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_1226_JG30-KF-CM66
BOTU_866,-0.181180481,-0.349367255,0.45984121,0.145466067,1,1,FALSE,FALSE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_866_JG30-KF-CM66
BOTU_1429,-0.034867943,-0.110714057,0.818797477,0.457509804,1,1,FALSE,FALSE,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1429_Chloroflexi
BOTU_914,-0.008715028,0.019774182,0.972611172,0.936578691,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_914_A4b
BOTU_1695,-0.286921464,-0.092678643,0.149311468,0.634263394,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_1695_A4b
BOTU_2304,-0.197755168,-0.008763462,0.292826998,0.962024435,1,1,FALSE,FALSE,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_2304_Bacteria
BOTU_1095,0.040284654,-0.078360016,0.864634402,0.734830435,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_1095_A4b
BOTU_790,-0.219191047,-0.218079462,0.502051955,0.495124202,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_790_A4b
BOTU_7222,-0.134741788,0.093289792,0.477424392,0.615381054,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_7222_A4b
BOTU_1582,0.039370987,-0.470196394,0.911196484,0.173661123,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_1582_A4b
BOTU_733,-0.227657443,-0.508519076,0.462790828,0.093879439,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_733_A4b
BOTU_402,-0.103466895,-0.455479541,0.646977637,0.039474838,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_402_A4b
BOTU_519,0.199606359,-0.023395201,0.53221747,0.94038982,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_519_A4b
BOTU_695,0.497907869,0.040965042,0.069306546,0.878676805,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_695_A4b
BOTU_1747,-0.270346777,-0.186377371,0.122507363,0.276850229,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_1747_A4b
BOTU_1293,0.164879745,-0.076925298,0.371577639,0.670260919,1,1,FALSE,FALSE,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_1293_A4b
